InstanceType,AZ,DDDRequestTime,Total,Success,Fail,RequestDateTime
g5.12xlarge,us-west-2c,1773446416,5,0,5,2026-03-14 00:00:16
g5.12xlarge,us-west-2c,1773447017,5,0,5,2026-03-14 00:10:17
g5.12xlarge,us-west-2c,1773447617,5,0,5,2026-03-14 00:20:17
g5.12xlarge,us-west-2c,1773448217,5,0,5,2026-03-14 00:30:17
g5.12xlarge,us-west-2c,1773448817,5,0,5,2026-03-14 00:40:17
g5.12xlarge,us-west-2c,1773449417,5,0,5,2026-03-14 00:50:17
g5.12xlarge,us-west-2c,1773450017,5,0,5,2026-03-14 01:00:17
g5.12xlarge,us-west-2c,1773450616,5,0,5,2026-03-14 01:10:16
g5.12xlarge,us-west-2c,1773451217,5,0,5,2026-03-14 01:20:17
g5.12xlarge,us-west-2c,1773451817,5,0,5,2026-03-14 01:30:17
g5.12xlarge,us-west-2c,1773452417,5,0,5,2026-03-14 01:40:17
g5.12xlarge,us-west-2c,1773453017,5,0,5,2026-03-14 01:50:17
g5.12xlarge,us-west-2c,1773453617,5,0,5,2026-03-14 02:00:17
g5.12xlarge,us-west-2c,1773454217,5,0,5,2026-03-14 02:10:17
g5.12xlarge,us-west-2c,1773454817,5,0,5,2026-03-14 02:20:17
g5.12xlarge,us-west-2c,1773455417,5,0,5,2026-03-14 02:30:17
g5.12xlarge,us-west-2c,1773456017,5,0,5,2026-03-14 02:40:17
g5.12xlarge,us-west-2c,1773456616,5,0,5,2026-03-14 02:50:16
g5.12xlarge,us-west-2c,1773457216,5,0,5,2026-03-14 03:00:16
g5.12xlarge,us-west-2c,1773457817,5,0,5,2026-03-14 03:10:17
g5.12xlarge,us-west-2c,1773458417,5,0,5,2026-03-14 03:20:17
g5.12xlarge,us-west-2c,1773459017,5,0,5,2026-03-14 03:30:17
g5.12xlarge,us-west-2c,1773459617,5,0,5,2026-03-14 03:40:17
g5.12xlarge,us-west-2c,1773460217,5,0,5,2026-03-14 03:50:17
g5.12xlarge,us-west-2c,1773460817,5,0,5,2026-03-14 04:00:17
g5.12xlarge,us-west-2c,1773461417,5,0,5,2026-03-14 04:10:17
g5.12xlarge,us-west-2c,1773462017,5,0,5,2026-03-14 04:20:17
g5.12xlarge,us-west-2c,1773462617,5,0,5,2026-03-14 04:30:17
g5.12xlarge,us-west-2c,1773463217,5,0,5,2026-03-14 04:40:17
g5.12xlarge,us-west-2c,1773463817,5,0,5,2026-03-14 04:50:17
g5.12xlarge,us-west-2c,1773464417,5,0,5,2026-03-14 05:00:17
g5.12xlarge,us-west-2c,1773465017,5,0,5,2026-03-14 05:10:17
g5.12xlarge,us-west-2c,1773465617,5,0,5,2026-03-14 05:20:17
g5.12xlarge,us-west-2c,1773466217,5,0,5,2026-03-14 05:30:17
g5.12xlarge,us-west-2c,1773466817,5,0,5,2026-03-14 05:40:17
g5.12xlarge,us-west-2c,1773467417,5,0,5,2026-03-14 05:50:17
g5.12xlarge,us-west-2c,1773468016,5,0,5,2026-03-14 06:00:16
g5.12xlarge,us-west-2c,1773468617,5,0,5,2026-03-14 06:10:17
g5.12xlarge,us-west-2c,1773469217,5,0,5,2026-03-14 06:20:17
g5.12xlarge,us-west-2c,1773469816,5,0,5,2026-03-14 06:30:16
g5.12xlarge,us-west-2c,1773470417,5,0,5,2026-03-14 06:40:17
g5.12xlarge,us-west-2c,1773471017,5,0,5,2026-03-14 06:50:17
g5.12xlarge,us-west-2c,1773471617,5,0,5,2026-03-14 07:00:17
g5.12xlarge,us-west-2c,1773472217,5,0,5,2026-03-14 07:10:17
g5.12xlarge,us-west-2c,1773472816,5,0,5,2026-03-14 07:20:16
g5.12xlarge,us-west-2c,1773473417,5,0,5,2026-03-14 07:30:17
g5.12xlarge,us-west-2c,1773474017,5,0,5,2026-03-14 07:40:17
g5.12xlarge,us-west-2c,1773474617,5,0,5,2026-03-14 07:50:17
g5.12xlarge,us-west-2c,1773475217,5,0,5,2026-03-14 08:00:17
g5.12xlarge,us-west-2c,1773475817,5,0,5,2026-03-14 08:10:17
g5.12xlarge,us-west-2c,1773476417,5,0,5,2026-03-14 08:20:17
g5.12xlarge,us-west-2c,1773477016,5,0,5,2026-03-14 08:30:16
g5.12xlarge,us-west-2c,1773477617,5,0,5,2026-03-14 08:40:17
g5.12xlarge,us-west-2c,1773478217,5,0,5,2026-03-14 08:50:17
g5.12xlarge,us-west-2c,1773478816,5,0,5,2026-03-14 09:00:16
g5.12xlarge,us-west-2c,1773479417,5,0,5,2026-03-14 09:10:17
g5.12xlarge,us-west-2c,1773480017,5,0,5,2026-03-14 09:20:17
g5.12xlarge,us-west-2c,1773480616,5,0,5,2026-03-14 09:30:16
g5.12xlarge,us-west-2c,1773481217,5,0,5,2026-03-14 09:40:17
g5.12xlarge,us-west-2c,1773481817,5,0,5,2026-03-14 09:50:17
g5.12xlarge,us-west-2c,1773482416,5,0,5,2026-03-14 10:00:16
g5.12xlarge,us-west-2c,1773483017,5,0,5,2026-03-14 10:10:17
g5.12xlarge,us-west-2c,1773483617,5,0,5,2026-03-14 10:20:17
g5.12xlarge,us-west-2c,1773484217,5,0,5,2026-03-14 10:30:17
g5.12xlarge,us-west-2c,1773484817,5,0,5,2026-03-14 10:40:17
g5.12xlarge,us-west-2c,1773485417,5,0,5,2026-03-14 10:50:17
g5.12xlarge,us-west-2c,1773486017,5,0,5,2026-03-14 11:00:17
