InstanceType,AZ,DDDRequestTime,Total,Success,Fail,RequestDateTime
g5.12xlarge,us-west-2c,1773878416,5,0,5,2026-03-19 00:00:16
g5.12xlarge,us-west-2c,1773879016,5,4,1,2026-03-19 00:10:16
g5.12xlarge,us-west-2c,1773879616,5,0,5,2026-03-19 00:20:16
g5.12xlarge,us-west-2c,1773880216,5,0,5,2026-03-19 00:30:16
g5.12xlarge,us-west-2c,1773880816,5,0,5,2026-03-19 00:40:16
g5.12xlarge,us-west-2c,1773881416,5,0,5,2026-03-19 00:50:16
g5.12xlarge,us-west-2c,1773882016,5,0,5,2026-03-19 01:00:16
g5.12xlarge,us-west-2c,1773882616,5,0,5,2026-03-19 01:10:16
g5.12xlarge,us-west-2c,1773883216,5,0,5,2026-03-19 01:20:16
g5.12xlarge,us-west-2c,1773883816,5,0,5,2026-03-19 01:30:16
g5.12xlarge,us-west-2c,1773884416,5,0,5,2026-03-19 01:40:16
g5.12xlarge,us-west-2c,1773885016,5,0,5,2026-03-19 01:50:16
g5.12xlarge,us-west-2c,1773885616,5,0,5,2026-03-19 02:00:16
g5.12xlarge,us-west-2c,1773886216,5,0,5,2026-03-19 02:10:16
g5.12xlarge,us-west-2c,1773886816,5,0,5,2026-03-19 02:20:16
g5.12xlarge,us-west-2c,1773887416,5,0,5,2026-03-19 02:30:16
g5.12xlarge,us-west-2c,1773888016,5,0,5,2026-03-19 02:40:16
g5.12xlarge,us-west-2c,1773888616,5,0,5,2026-03-19 02:50:16
g5.12xlarge,us-west-2c,1773889216,5,0,5,2026-03-19 03:00:16
g5.12xlarge,us-west-2c,1773889816,5,0,5,2026-03-19 03:10:16
g5.12xlarge,us-west-2c,1773890416,5,0,5,2026-03-19 03:20:16
g5.12xlarge,us-west-2c,1773891016,5,0,5,2026-03-19 03:30:16
g5.12xlarge,us-west-2c,1773891616,5,0,5,2026-03-19 03:40:16
g5.12xlarge,us-west-2c,1773892216,5,0,5,2026-03-19 03:50:16
g5.12xlarge,us-west-2c,1773892816,5,0,5,2026-03-19 04:00:16
g5.12xlarge,us-west-2c,1773893416,5,0,5,2026-03-19 04:10:16
g5.12xlarge,us-west-2c,1773894016,5,0,5,2026-03-19 04:20:16
g5.12xlarge,us-west-2c,1773894616,5,0,5,2026-03-19 04:30:16
g5.12xlarge,us-west-2c,1773895216,5,0,5,2026-03-19 04:40:16
g5.12xlarge,us-west-2c,1773895816,5,0,5,2026-03-19 04:50:16
g5.12xlarge,us-west-2c,1773896416,5,0,5,2026-03-19 05:00:16
g5.12xlarge,us-west-2c,1773897016,5,0,5,2026-03-19 05:10:16
g5.12xlarge,us-west-2c,1773897616,5,0,5,2026-03-19 05:20:16
g5.12xlarge,us-west-2c,1773898216,5,0,5,2026-03-19 05:30:16
g5.12xlarge,us-west-2c,1773898816,5,0,5,2026-03-19 05:40:16
g5.12xlarge,us-west-2c,1773899416,5,0,5,2026-03-19 05:50:16
g5.12xlarge,us-west-2c,1773900016,5,0,5,2026-03-19 06:00:16
g5.12xlarge,us-west-2c,1773900616,5,0,5,2026-03-19 06:10:16
g5.12xlarge,us-west-2c,1773901216,5,0,5,2026-03-19 06:20:16
g5.12xlarge,us-west-2c,1773901816,5,0,5,2026-03-19 06:30:16
g5.12xlarge,us-west-2c,1773902416,5,0,5,2026-03-19 06:40:16
g5.12xlarge,us-west-2c,1773903016,5,0,5,2026-03-19 06:50:16
g5.12xlarge,us-west-2c,1773903616,5,0,5,2026-03-19 07:00:16
g5.12xlarge,us-west-2c,1773904216,5,0,5,2026-03-19 07:10:16
g5.12xlarge,us-west-2c,1773904816,5,0,5,2026-03-19 07:20:16
g5.12xlarge,us-west-2c,1773905416,5,0,5,2026-03-19 07:30:16
g5.12xlarge,us-west-2c,1773906016,5,0,5,2026-03-19 07:40:16
g5.12xlarge,us-west-2c,1773906616,5,0,5,2026-03-19 07:50:16
g5.12xlarge,us-west-2c,1773907216,5,0,5,2026-03-19 08:00:16
g5.12xlarge,us-west-2c,1773907816,5,0,5,2026-03-19 08:10:16
g5.12xlarge,us-west-2c,1773908416,5,0,5,2026-03-19 08:20:16
g5.12xlarge,us-west-2c,1773909016,5,0,5,2026-03-19 08:30:16
g5.12xlarge,us-west-2c,1773909616,5,0,5,2026-03-19 08:40:16
